Date,Fixture,Season,League,Market,MatchRating,Fair Odds,Available Odds,Value Rating,Result,P/L
2022-01-07,Bordeaux vs Marseille,2021_22,ligue1,Draw,-7,2.5,4.43,✅ Excellent,loss,-1.0
2022-01-08,Lens vs Rennes,2021_22,ligue1,Home,-12,2.4,2.77,✅ Good,win,1.77
2022-01-09,Brest vs Nice,2021_22,ligue1,Home,4,2.09,2.92,✅ Excellent,loss,-1.0
2022-01-09,Clermont vs Reims,2021_22,ligue1,Draw,-6,3.0,3.12,✅ Fair,win,2.12
2022-01-09,Clermont vs Reims,2021_22,ligue1,Away,-6,2.7,3.18,✅ Good,loss,-1.0
2022-01-09,Metz vs Strasbourg,2021_22,ligue1,Home,-6,3.38,4.63,✅ Good,loss,-1.0
2022-01-09,Metz vs Strasbourg,2021_22,ligue1,Draw,-6,3.0,3.79,✅ Good,loss,-1.0
2022-01-09,Nantes vs Monaco,2021_22,ligue1,Home,-5,1.89,3.42,✅ Excellent,loss,-1.0
2022-01-09,Lyon vs Paris SG,2021_22,ligue1,Away,-9,1.71,1.88,✅ Fair,loss,-1.0
2022-01-14,Nice vs Nantes,2021_22,ligue1,Away,-1,2.79,5.25,✅ Excellent,loss,-1.0
2022-01-15,St Etienne vs Lens,2021_22,ligue1,Away,-9,1.71,2.0,✅ Good,win,1.0
2022-01-15,Paris SG vs Brest,2021_22,ligue1,Away,8,2.7,11.85,✅ Excellent,loss,-1.0
2022-01-16,Strasbourg vs Montpellier,2021_22,ligue1,Away,-1,2.79,3.6,✅ Good,loss,-1.0
2022-01-16,Troyes vs Lyon,2021_22,ligue1,Home,-2,3.58,4.9,✅ Good,loss,-1.0
2022-01-16,Troyes vs Lyon,2021_22,ligue1,Draw,-2,2.69,4.01,✅ Excellent,loss,-1.0
2022-01-16,Lorient vs Angers,2021_22,ligue1,Home,-5,1.89,2.4,✅ Good,loss,-1.0
2022-01-16,Marseille vs Lille,2021_22,ligue1,Home,1,2.14,2.31,✅ Fair,loss,-1.0
2022-01-16,Monaco vs Clermont,2021_22,ligue1,Home,7,1.4,1.47,✅ Fair,win,0.47
2022-01-16,Rennes vs Bordeaux,2021_22,ligue1,Away,8,2.7,7.29,✅ Excellent,loss,-1.0
2022-01-16,Reims vs Metz,2021_22,ligue1,Home,7,1.4,1.78,✅ Excellent,loss,-1.0
2022-01-19,Montpellier vs Troyes,2021_22,ligue1,Home,9,1.67,1.75,✅ Fair,loss,-1.0
2022-01-19,Montpellier vs Troyes,2021_22,ligue1,Draw,9,3.0,3.96,✅ Good,loss,-1.0
2022-01-19,Lille vs Lorient,2021_22,ligue1,Home,11,1.5,1.51,✅ Fair,win,0.51
2022-01-19,Lille vs Lorient,2021_22,ligue1,Away,11,3.75,6.33,✅ Excellent,loss,-1.0
2022-01-19,Clermont vs Strasbourg,2021_22,ligue1,Draw,-13,3.0,3.46,✅ Fair,loss,-1.0
2022-01-19,Clermont vs Strasbourg,2021_22,ligue1,Away,-13,2.0,2.27,✅ Good,win,1.27
2022-01-21,Lyon vs St Etienne,2021_22,ligue1,Away,12,6.0,7.78,✅ Good,loss,-1.0
2022-01-22,Brest vs Lille,2021_22,ligue1,Home,-12,2.4,3.25,✅ Good,win,2.25
2022-01-22,Lens vs Marseille,2021_22,ligue1,Home,-3,2.11,2.55,✅ Good,loss,-1.0
2022-01-23,Clermont vs Rennes,2021_22,ligue1,Draw,-13,3.0,3.77,✅ Good,loss,-1.0
2022-01-23,Metz vs Nice,2021_22,ligue1,Draw,-7,2.5,3.76,✅ Excellent,loss,-1.0
2022-01-23,Nantes vs Lorient,2021_22,ligue1,Home,9,1.67,2.14,✅ Good,win,1.14
2022-01-23,Nantes vs Lorient,2021_22,ligue1,Draw,9,3.0,3.12,✅ Fair,loss,-1.0
2022-01-23,Montpellier vs Monaco,2021_22,ligue1,Home,-2,3.58,3.61,✅ Fair,win,2.61
2022-01-23,Montpellier vs Monaco,2021_22,ligue1,Draw,-2,2.69,3.53,✅ Good,loss,-1.0
2022-01-23,Angers vs Troyes,2021_22,ligue1,Home,-5,1.89,2.07,✅ Fair,win,1.07
2022-01-23,Angers vs Troyes,2021_22,ligue1,Away,-5,3.92,4.02,✅ Fair,loss,-1.0
2022-01-23,Paris SG vs Reims,2021_22,ligue1,Draw,3,2.52,6.76,✅ Excellent,loss,-1.0
2022-01-23,Paris SG vs Reims,2021_22,ligue1,Away,3,6.62,13.96,✅ Excellent,loss,-1.0
2022-01-26,Angers vs St Etienne,2021_22,ligue1,Home,7,1.4,2.18,✅ Excellent,loss,-1.0
2022-02-01,Lyon vs Marseille,2021_22,ligue1,Draw,-2,2.69,3.29,✅ Good,loss,-1.0
2022-02-04,Marseille vs Angers,2021_22,ligue1,Home,7,1.4,1.51,✅ Good,win,0.51
2022-02-05,Monaco vs Lyon,2021_22,ligue1,Draw,3,2.52,3.68,✅ Excellent,loss,-1.0
2022-02-05,St Etienne vs Montpellier,2021_22,ligue1,Away,-15,1.1,2.68,✅ Excellent,loss,-1.0
2022-02-06,Lille vs Paris SG,2021_22,ligue1,Home,-6,3.38,4.01,✅ Good,loss,-1.0
2022-02-06,Lille vs Paris SG,2021_22,ligue1,Draw,-6,3.0,3.74,✅ Good,loss,-1.0
2022-02-06,Rennes vs Brest,2021_22,ligue1,Draw,13,2.5,4.48,✅ Excellent,loss,-1.0
2022-02-06,Rennes vs Brest,2021_22,ligue1,Away,13,2.5,6.45,✅ Excellent,loss,-1.0
2022-02-06,Troyes vs Metz,2021_22,ligue1,Away,1,3.57,3.84,✅ Fair,loss,-1.0
2022-02-06,Strasbourg vs Nantes,2021_22,ligue1,Draw,2,2.75,3.74,✅ Good,loss,-1.0
2022-02-06,Reims vs Bordeaux,2021_22,ligue1,Draw,2,2.75,3.44,✅ Good,loss,-1.0
2022-02-06,Lorient vs Lens,2021_22,ligue1,Draw,-6,3.0,3.46,✅ Fair,loss,-1.0
2022-02-06,Nice vs Clermont,2021_22,ligue1,Away,10,5.0,5.69,✅ Fair,win,4.69
2022-02-11,Paris SG vs Rennes,2021_22,ligue1,Away,8,2.7,5.92,✅ Excellent,loss,-1.0
2022-02-12,Montpellier vs Lille,2021_22,ligue1,Home,6,2.29,3.06,✅ Good,loss,-1.0
2022-02-12,Lyon vs Nice,2021_22,ligue1,Draw,-6,3.0,3.71,✅ Good,loss,-1.0
2022-02-12,Lyon vs Nice,2021_22,ligue1,Away,-6,2.7,3.79,✅ Good,loss,-1.0
2022-02-13,Nantes vs Reims,2021_22,ligue1,Away,0,2.81,3.66,✅ Good,loss,-1.0
2022-02-13,Metz vs Marseille,2021_22,ligue1,Home,-5,1.89,5.28,✅ Excellent,loss,-1.0
2022-02-13,Lens vs Bordeaux,2021_22,ligue1,Home,7,1.4,1.48,✅ Fair,win,0.48
2022-02-13,Clermont vs St Etienne,2021_22,ligue1,Away,-1,2.79,3.23,✅ Fair,win,2.23
2022-02-13,Angers vs Strasbourg,2021_22,ligue1,Away,-11,1.71,2.31,✅ Excellent,win,1.31
2022-02-13,Monaco vs Lorient,2021_22,ligue1,Draw,9,3.0,4.78,✅ Excellent,win,3.78
2022-02-13,Brest vs Troyes,2021_22,ligue1,Draw,-7,2.5,3.44,✅ Good,loss,-1.0
2022-02-13,Brest vs Troyes,2021_22,ligue1,Away,-7,2.5,4.07,✅ Excellent,loss,-1.0
2022-02-18,Lille vs Metz,2021_22,ligue1,Draw,2,2.75,3.92,✅ Good,win,2.92
2022-02-18,Lille vs Metz,2021_22,ligue1,Away,2,5.0,6.91,✅ Good,loss,-1.0
2022-02-19,Lens vs Lyon,2021_22,ligue1,Home,-5,1.89,2.84,✅ Excellent,loss,-1.0
2022-02-19,Nantes vs Paris SG,2021_22,ligue1,Home,-9,4.0,6.35,✅ Excellent,win,5.35
2022-02-20,St Etienne vs Strasbourg,2021_22,ligue1,Draw,-6,3.0,3.43,✅ Fair,win,2.43
2022-02-20,Marseille vs Clermont,2021_22,ligue1,Away,11,3.75,7.0,✅ Excellent,win,6.0
2022-02-20,Bordeaux vs Monaco,2021_22,ligue1,Home,-19,5.0,5.16,✅ Fair,loss,-1.0
2022-02-20,Bordeaux vs Monaco,2021_22,ligue1,Away,-19,1.25,1.67,✅ Excellent,loss,-1.0
2022-02-20,Rennes vs Troyes,2021_22,ligue1,Draw,9,3.0,4.86,✅ Excellent,loss,-1.0
2022-02-20,Reims vs Brest,2021_22,ligue1,Home,0,2.21,2.38,✅ Fair,loss,-1.0
2022-02-20,Reims vs Brest,2021_22,ligue1,Away,0,2.81,3.18,✅ Fair,loss,-1.0
2022-02-20,Lorient vs Montpellier,2021_22,ligue1,Home,0,2.21,2.37,✅ Fair,loss,-1.0
2022-02-20,Lorient vs Montpellier,2021_22,ligue1,Away,0,2.81,3.13,✅ Fair,win,2.13
2022-02-20,Nice vs Angers,2021_22,ligue1,Home,11,1.5,1.73,✅ Good,win,0.73
2022-02-20,Nice vs Angers,2021_22,ligue1,Away,11,3.75,5.2,✅ Good,loss,-1.0
2022-02-25,Montpellier vs Rennes,2021_22,ligue1,Home,-12,2.4,4.52,✅ Excellent,loss,-1.0
2022-02-26,Strasbourg vs Nice,2021_22,ligue1,Home,1,2.14,2.21,✅ Fair,loss,-1.0
2022-02-26,Paris SG vs St Etienne,2021_22,ligue1,Draw,7,5.6,8.25,✅ Good,loss,-1.0
2022-02-26,Paris SG vs St Etienne,2021_22,ligue1,Away,7,9.33,15.87,✅ Excellent,loss,-1.0
2022-02-27,Brest vs Lorient,2021_22,ligue1,Draw,2,2.75,3.31,✅ Good,loss,-1.0
2022-02-27,Lyon vs Lille,2021_22,ligue1,Draw,6,3.69,3.77,✅ Fair,loss,-1.0
2022-02-27,Lyon vs Lille,2021_22,ligue1,Away,6,3.43,4.42,✅ Good,win,3.42
2022-02-27,Clermont vs Bordeaux,2021_22,ligue1,Home,9,1.67,1.94,✅ Good,loss,-1.0
2022-02-27,Clermont vs Bordeaux,2021_22,ligue1,Draw,9,3.0,3.65,✅ Good,win,2.65
2022-02-27,Monaco vs Reims,2021_22,ligue1,Draw,6,3.69,4.31,✅ Fair,loss,-1.0
2022-02-27,Monaco vs Reims,2021_22,ligue1,Away,6,3.43,7.86,✅ Excellent,win,6.86
2022-02-27,Metz vs Nantes,2021_22,ligue1,Draw,-7,2.5,3.12,✅ Good,win,2.12
2022-02-27,Metz vs Nantes,2021_22,ligue1,Away,-7,2.5,2.52,✅ Fair,loss,-1.0
2022-02-27,Troyes vs Marseille,2021_22,ligue1,Away,-11,1.71,1.77,✅ Fair,loss,-1.0
2022-03-04,Lorient vs Lyon,2021_22,ligue1,Home,-3,2.11,4.45,✅ Excellent,loss,-1.0
2022-03-05,Lens vs Brest,2021_22,ligue1,Draw,-2,2.69,3.89,✅ Good,loss,-1.0
2022-03-05,Lens vs Brest,2021_22,ligue1,Away,-2,2.87,4.84,✅ Excellent,win,3.84
2022-03-05,Nice vs Paris SG,2021_22,ligue1,Home,-10,3.0,4.09,✅ Good,win,3.09
2022-03-05,Nice vs Paris SG,2021_22,ligue1,Draw,-10,3.0,3.91,✅ Good,loss,-1.0
2022-03-06,Reims vs Strasbourg,2021_22,ligue1,Home,-3,2.11,3.47,✅ Excellent,loss,-1.0
2022-03-06,Lille vs Clermont,2021_22,ligue1,Away,-3,3.69,5.21,✅ Good,loss,-1.0
2022-03-06,Rennes vs Angers,2021_22,ligue1,Home,17,1.25,1.4,✅ Good,win,0.4
2022-03-06,Marseille vs Monaco,2021_22,ligue1,Away,-1,2.79,3.26,✅ Good,win,2.26
2022-03-06,St Etienne vs Metz,2021_22,ligue1,Draw,3,2.52,3.26,✅ Good,loss,-1.0
2022-03-06,Nantes vs Montpellier,2021_22,ligue1,Home,7,1.4,2.11,✅ Excellent,win,1.11
2022-03-06,Bordeaux vs Troyes,2021_22,ligue1,Away,-4,2.6,3.24,✅ Good,win,2.24
2022-03-11,Lille vs St Etienne,2021_22,ligue1,Away,-3,3.69,5.19,✅ Good,loss,-1.0
2022-03-12,Montpellier vs Nice,2021_22,ligue1,Draw,-6,3.0,3.41,✅ Fair,win,2.41
2022-03-12,Troyes vs Nantes,2021_22,ligue1,Home,-12,2.4,3.03,✅ Good,win,2.03
2022-03-13,Paris SG vs Bordeaux,2021_22,ligue1,Draw,15,5.0,8.28,✅ Excellent,loss,-1.0
2022-03-13,Paris SG vs Bordeaux,2021_22,ligue1,Away,15,5.0,18.64,✅ Excellent,loss,-1.0
2022-03-13,Angers vs Reims,2021_22,ligue1,Away,-10,3.0,3.51,✅ Good,win,2.51
2022-03-13,Brest vs Marseille,2021_22,ligue1,Home,4,2.09,3.48,✅ Excellent,loss,-1.0
2022-03-13,Lyon vs Rennes,2021_22,ligue1,Draw,-4,3.47,3.57,✅ Fair,loss,-1.0
2022-03-13,Lyon vs Rennes,2021_22,ligue1,Away,-4,2.6,3.48,✅ Good,win,2.48
2022-03-13,Strasbourg vs Monaco,2021_22,ligue1,Home,0,2.21,2.54,✅ Good,win,1.54
2022-03-13,Strasbourg vs Monaco,2021_22,ligue1,Away,0,2.81,2.95,✅ Fair,loss,-1.0
2022-03-13,Clermont vs Lorient,2021_22,ligue1,Home,2,2.29,2.33,✅ Fair,loss,-1.0
2022-03-13,Clermont vs Lorient,2021_22,ligue1,Draw,2,2.75,3.04,✅ Fair,loss,-1.0
2022-03-13,Metz vs Lens,2021_22,ligue1,Home,-1,2.48,3.79,✅ Excellent,loss,-1.0
2022-03-18,St Etienne vs Troyes,2021_22,ligue1,Away,6,3.43,4.33,✅ Good,loss,-1.0
2022-03-19,Lens vs Clermont,2021_22,ligue1,Draw,3,2.52,3.8,✅ Excellent,loss,-1.0
2022-03-19,Nantes vs Lille,2021_22,ligue1,Home,1,2.14,2.93,✅ Good,loss,-1.0
2022-03-20,Bordeaux vs Montpellier,2021_22,ligue1,Home,-5,1.89,2.46,✅ Good,loss,-1.0
2022-03-20,Rennes vs Metz,2021_22,ligue1,Away,12,6.0,11.81,✅ Excellent,loss,-1.0
2022-03-20,Marseille vs Nice,2021_22,ligue1,Draw,5,2.5,3.32,✅ Good,loss,-1.0
2022-03-20,Lorient vs Strasbourg,2021_22,ligue1,Draw,-2,2.69,3.29,✅ Good,win,2.29
2022-03-20,Angers vs Brest,2021_22,ligue1,Away,-8,2.1,3.49,✅ Excellent,loss,-1.0
2022-03-20,Monaco vs Paris SG,2021_22,ligue1,Home,-6,3.38,3.65,✅ Fair,win,2.65
2022-03-20,Monaco vs Paris SG,2021_22,ligue1,Draw,-6,3.0,3.85,✅ Good,loss,-1.0
2022-03-20,Reims vs Lyon,2021_22,ligue1,Home,6,2.29,4.19,✅ Excellent,loss,-1.0
2022-04-02,Nice vs Rennes,2021_22,ligue1,Draw,-14,3.33,3.39,✅ Fair,win,2.39
2022-04-02,Lille vs Bordeaux,2021_22,ligue1,Away,15,5.0,6.43,✅ Good,loss,-1.0
2022-04-03,Troyes vs Reims,2021_22,ligue1,Home,-5,1.89,2.55,✅ Good,win,1.55
2022-04-03,Montpellier vs Brest,2021_22,ligue1,Draw,-2,2.69,3.53,✅ Good,loss,-1.0
2022-04-03,Montpellier vs Brest,2021_22,ligue1,Away,-2,2.87,3.54,✅ Good,win,2.54
2022-04-03,Strasbourg vs Lens,2021_22,ligue1,Away,-1,2.79,3.57,✅ Good,loss,-1.0
2022-04-03,St Etienne vs Marseille,2021_22,ligue1,Draw,-2,2.69,3.42,✅ Good,loss,-1.0
2022-04-03,Clermont vs Nantes,2021_22,ligue1,Draw,-10,3.0,3.11,✅ Fair,loss,-1.0
2022-04-03,Paris SG vs Lorient,2021_22,ligue1,Draw,1,3.95,7.47,✅ Excellent,loss,-1.0
2022-04-03,Paris SG vs Lorient,2021_22,ligue1,Away,1,3.57,14.31,✅ Excellent,loss,-1.0
2022-04-03,Metz vs Monaco,2021_22,ligue1,Home,-9,4.0,6.27,✅ Excellent,loss,-1.0
2022-04-03,Lyon vs Angers,2021_22,ligue1,Home,7,1.4,1.4,✅ Fair,win,0.4
2022-04-08,Lorient vs St Etienne,2021_22,ligue1,Draw,-2,2.69,3.11,✅ Good,loss,-1.0
2022-04-08,Lorient vs St Etienne,2021_22,ligue1,Away,-2,2.87,3.71,✅ Good,loss,-1.0
2022-04-09,Reims vs Rennes,2021_22,ligue1,Draw,-13,3.0,3.6,✅ Good,loss,-1.0
2022-04-09,Clermont vs Paris SG,2021_22,ligue1,Home,-10,3.0,8.44,✅ Excellent,loss,-1.0
2022-04-09,Clermont vs Paris SG,2021_22,ligue1,Draw,-10,3.0,5.56,✅ Excellent,loss,-1.0
2022-04-10,Monaco vs Troyes,2021_22,ligue1,Draw,2,2.75,5.09,✅ Excellent,loss,-1.0
2022-04-10,Monaco vs Troyes,2021_22,ligue1,Away,2,5.0,9.26,✅ Excellent,loss,-1.0
2022-04-10,Brest vs Nantes,2021_22,ligue1,Draw,-6,3.0,3.21,✅ Fair,win,2.21
2022-04-10,Brest vs Nantes,2021_22,ligue1,Away,-6,2.7,2.87,✅ Fair,loss,-1.0
2022-04-10,Angers vs Lille,2021_22,ligue1,Away,-11,1.71,2.34,✅ Excellent,loss,-1.0
2022-04-10,Bordeaux vs Metz,2021_22,ligue1,Away,0,2.81,4.06,✅ Good,loss,-1.0
2022-04-10,Strasbourg vs Lyon,2021_22,ligue1,Home,1,2.14,2.48,✅ Good,loss,-1.0
2022-04-10,Marseille vs Montpellier,2021_22,ligue1,Draw,5,2.5,4.36,✅ Excellent,loss,-1.0
2022-04-10,Marseille vs Montpellier,2021_22,ligue1,Away,5,5.71,6.11,✅ Fair,loss,-1.0
2022-04-10,Lens vs Nice,2021_22,ligue1,Home,0,2.21,2.33,✅ Fair,win,1.33
2022-04-10,Lens vs Nice,2021_22,ligue1,Away,0,2.81,3.11,✅ Fair,loss,-1.0
2022-04-15,Rennes vs Monaco,2021_22,ligue1,Home,8,1.8,2.11,✅ Good,loss,-1.0
2022-04-15,Rennes vs Monaco,2021_22,ligue1,Away,8,2.7,3.45,✅ Good,win,2.45
2022-04-16,St Etienne vs Brest,2021_22,ligue1,Away,-4,2.6,3.35,✅ Good,loss,-1.0
2022-04-16,Lille vs Lens,2021_22,ligue1,Draw,2,2.75,3.45,✅ Good,loss,-1.0
2022-04-17,Montpellier vs Reims,2021_22,ligue1,Home,-5,1.89,2.23,✅ Good,loss,-1.0
2022-04-17,Metz vs Clermont,2021_22,ligue1,Home,5,2.35,2.74,✅ Good,loss,-1.0
2022-04-17,Metz vs Clermont,2021_22,ligue1,Draw,5,2.5,3.2,✅ Good,win,2.2
2022-04-17,Paris SG vs Marseille,2021_22,ligue1,Draw,3,2.52,5.5,✅ Excellent,loss,-1.0
2022-04-17,Paris SG vs Marseille,2021_22,ligue1,Away,3,6.62,7.57,✅ Fair,loss,-1.0
2022-04-17,Nice vs Lorient,2021_22,ligue1,Away,-3,3.69,4.95,✅ Good,loss,-1.0
2022-04-17,Lyon vs Bordeaux,2021_22,ligue1,Draw,6,3.69,5.85,✅ Excellent,loss,-1.0
2022-04-17,Lyon vs Bordeaux,2021_22,ligue1,Away,6,3.43,9.72,✅ Excellent,loss,-1.0
2022-04-17,Nantes vs Angers,2021_22,ligue1,Draw,5,2.5,3.44,✅ Good,win,2.44
2022-04-17,Troyes vs Strasbourg,2021_22,ligue1,Home,1,2.14,3.79,✅ Excellent,loss,-1.0
2022-04-20,Angers vs Paris SG,2021_22,ligue1,Home,-12,2.4,7.64,✅ Excellent,loss,-1.0
2022-04-20,Angers vs Paris SG,2021_22,ligue1,Draw,-12,4.0,5.07,✅ Good,loss,-1.0
2022-04-20,Bordeaux vs St Etienne,2021_22,ligue1,Draw,-6,3.0,3.43,✅ Fair,win,2.43
2022-04-20,Bordeaux vs St Etienne,2021_22,ligue1,Away,-6,2.7,2.97,✅ Fair,loss,-1.0
2022-04-20,Monaco vs Nice,2021_22,ligue1,Home,8,1.8,1.87,✅ Fair,win,0.87
2022-04-20,Monaco vs Nice,2021_22,ligue1,Away,8,2.7,4.14,✅ Excellent,loss,-1.0
2022-04-20,Troyes vs Clermont,2021_22,ligue1,Home,17,1.25,2.31,✅ Excellent,loss,-1.0
2022-04-20,Reims vs Lille,2021_22,ligue1,Home,-5,1.89,3.66,✅ Excellent,win,2.66
2022-04-20,Brest vs Lyon,2021_22,ligue1,Home,-10,3.0,4.39,✅ Good,win,3.39
2022-04-20,Brest vs Lyon,2021_22,ligue1,Draw,-10,3.0,4.08,✅ Good,loss,-1.0
2022-04-20,Marseille vs Nantes,2021_22,ligue1,Draw,5,2.5,3.98,✅ Excellent,loss,-1.0
2022-04-20,Strasbourg vs Rennes,2021_22,ligue1,Draw,-7,2.5,3.41,✅ Good,loss,-1.0
2022-04-20,Strasbourg vs Rennes,2021_22,ligue1,Away,-7,2.5,2.72,✅ Fair,loss,-1.0
2022-04-20,Lorient vs Metz,2021_22,ligue1,Home,7,1.4,1.79,✅ Excellent,win,0.79
2022-04-20,Lens vs Montpellier,2021_22,ligue1,Home,7,1.4,1.77,✅ Excellent,win,0.77
2022-04-23,St Etienne vs Monaco,2021_22,ligue1,Away,-11,1.71,1.83,✅ Fair,win,0.83
2022-04-23,Lyon vs Montpellier,2021_22,ligue1,Draw,6,3.69,5.56,✅ Good,loss,-1.0
2022-04-23,Lyon vs Montpellier,2021_22,ligue1,Away,6,3.43,8.03,✅ Excellent,loss,-1.0
2022-04-23,Paris SG vs Lens,2021_22,ligue1,Draw,6,3.69,6.0,✅ Excellent,win,5.0
2022-04-23,Paris SG vs Lens,2021_22,ligue1,Away,6,3.43,9.6,✅ Excellent,loss,-1.0
2022-04-24,Rennes vs Lorient,2021_22,ligue1,Draw,4,3.83,4.76,✅ Good,loss,-1.0
2022-04-24,Rennes vs Lorient,2021_22,ligue1,Away,4,3.83,7.06,✅ Excellent,loss,-1.0
2022-04-24,Clermont vs Angers,2021_22,ligue1,Home,-5,1.89,2.26,✅ Good,loss,-1.0
2022-04-24,Reims vs Marseille,2021_22,ligue1,Home,-8,3.5,3.88,✅ Fair,loss,-1.0
2022-04-24,Nantes vs Bordeaux,2021_22,ligue1,Draw,6,3.69,3.76,✅ Fair,loss,-1.0
2022-04-24,Nantes vs Bordeaux,2021_22,ligue1,Away,6,3.43,4.46,✅ Good,loss,-1.0
2022-04-24,Nice vs Troyes,2021_22,ligue1,Draw,-4,3.47,3.98,✅ Fair,loss,-1.0
2022-04-24,Nice vs Troyes,2021_22,ligue1,Away,-4,2.6,5.55,✅ Excellent,loss,-1.0
2022-04-24,Lille vs Strasbourg,2021_22,ligue1,Away,-4,2.6,3.25,✅ Good,loss,-1.0
2022-04-24,Metz vs Brest,2021_22,ligue1,Draw,-6,3.0,3.22,✅ Fair,loss,-1.0
2022-04-29,Strasbourg vs Paris SG,2021_22,ligue1,Away,-9,1.71,1.97,✅ Good,loss,-1.0
2022-04-30,Lens vs Nantes,2021_22,ligue1,Draw,6,3.69,3.99,✅ Fair,win,2.99
2022-04-30,Lens vs Nantes,2021_22,ligue1,Away,6,3.43,5.38,✅ Excellent,loss,-1.0
2022-04-30,Rennes vs St Etienne,2021_22,ligue1,Home,17,1.25,1.33,✅ Good,win,0.33
2022-04-30,Rennes vs St Etienne,2021_22,ligue1,Draw,17,5.0,5.57,✅ Fair,loss,-1.0
2022-05-01,Montpellier vs Metz,2021_22,ligue1,Draw,4,3.83,3.84,✅ Fair,win,2.84
2022-05-01,Montpellier vs Metz,2021_22,ligue1,Away,4,3.83,4.62,✅ Good,loss,-1.0
2022-05-01,Troyes vs Lille,2021_22,ligue1,Draw,-2,2.69,3.28,✅ Good,loss,-1.0
2022-05-01,Lorient vs Reims,2021_22,ligue1,Home,-3,2.11,2.27,✅ Fair,loss,-1.0
2022-05-01,Bordeaux vs Nice,2021_22,ligue1,Home,-4,3.06,3.65,✅ Good,loss,-1.0
2022-05-01,Bordeaux vs Nice,2021_22,ligue1,Draw,-4,3.47,3.58,✅ Fair,loss,-1.0
2022-05-01,Marseille vs Lyon,2021_22,ligue1,Draw,-2,2.69,3.6,✅ Good,loss,-1.0
2022-05-01,Marseille vs Lyon,2021_22,ligue1,Away,-2,2.87,3.0,✅ Fair,win,2.0
2022-05-01,Brest vs Clermont,2021_22,ligue1,Home,8,1.8,2.26,✅ Good,win,1.26
2022-05-01,Brest vs Clermont,2021_22,ligue1,Away,8,2.7,3.19,✅ Good,loss,-1.0
2022-05-01,Monaco vs Angers,2021_22,ligue1,Draw,13,2.5,5.01,✅ Excellent,loss,-1.0
2022-05-01,Monaco vs Angers,2021_22,ligue1,Away,13,2.5,8.19,✅ Excellent,loss,-1.0
2022-05-06,Lille vs Monaco,2021_22,ligue1,Draw,-13,3.0,3.68,✅ Good,loss,-1.0
2022-05-07,Brest vs Strasbourg,2021_22,ligue1,Home,3,2.21,4.69,✅ Excellent,loss,-1.0
2022-05-07,Brest vs Strasbourg,2021_22,ligue1,Draw,3,2.52,3.92,✅ Excellent,loss,-1.0
2022-05-08,Reims vs Lens,2021_22,ligue1,Draw,-6,3.0,3.41,✅ Fair,loss,-1.0
2022-05-08,Paris SG vs Troyes,2021_22,ligue1,Draw,12,6.0,7.7,✅ Good,win,6.7
2022-05-08,Paris SG vs Troyes,2021_22,ligue1,Away,12,6.0,16.12,✅ Excellent,loss,-1.0
2022-05-08,Metz vs Lyon,2021_22,ligue1,Home,-16,6.0,7.2,✅ Fair,win,6.2
2022-05-08,Lorient vs Marseille,2021_22,ligue1,Home,-8,3.5,3.93,✅ Fair,loss,-1.0
2022-05-08,Clermont vs Montpellier,2021_22,ligue1,Away,1,3.57,3.79,✅ Fair,loss,-1.0
2022-05-08,Angers vs Bordeaux,2021_22,ligue1,Away,0,2.81,3.46,✅ Good,loss,-1.0
2022-05-11,Nantes vs Rennes,2021_22,ligue1,Home,-4,3.06,4.78,✅ Excellent,win,3.78
2022-05-11,Nantes vs Rennes,2021_22,ligue1,Draw,-4,3.47,4.08,✅ Fair,loss,-1.0
2022-05-11,Nice vs St Etienne,2021_22,ligue1,Draw,9,3.0,4.14,✅ Good,loss,-1.0
2022-05-14,Metz vs Angers,2021_22,ligue1,Away,-1,2.79,3.73,✅ Good,loss,-1.0
2022-05-14,Monaco vs Brest,2021_22,ligue1,Draw,7,5.6,6.53,✅ Fair,loss,-1.0
2022-05-14,Monaco vs Brest,2021_22,ligue1,Away,7,9.33,11.65,✅ Good,loss,-1.0
2022-05-14,Troyes vs Lens,2021_22,ligue1,Draw,-7,2.5,3.67,✅ Excellent,loss,-1.0
2022-05-14,Rennes vs Marseille,2021_22,ligue1,Draw,2,2.75,3.75,✅ Good,loss,-1.0
2022-05-14,Bordeaux vs Lorient,2021_22,ligue1,Draw,-4,3.47,3.63,✅ Fair,win,2.63
2022-05-14,Bordeaux vs Lorient,2021_22,ligue1,Away,-4,2.6,2.8,✅ Fair,loss,-1.0
2022-05-14,Lyon vs Nantes,2021_22,ligue1,Home,7,1.4,1.44,✅ Fair,win,0.44
2022-05-14,Montpellier vs Paris SG,2021_22,ligue1,Home,-17,7.0,7.04,✅ Fair,loss,-1.0
2022-05-14,Montpellier vs Paris SG,2021_22,ligue1,Draw,-17,3.5,5.62,✅ Excellent,loss,-1.0
2022-05-14,Nice vs Lille,2021_22,ligue1,Draw,6,3.69,4.04,✅ Fair,loss,-1.0
2022-05-14,Nice vs Lille,2021_22,ligue1,Away,6,3.43,4.72,✅ Good,win,3.72
2022-05-14,St Etienne vs Reims,2021_22,ligue1,Away,-9,1.71,4.48,✅ Excellent,win,3.48
2022-05-14,Strasbourg vs Clermont,2021_22,ligue1,Draw,6,3.69,4.61,✅ Good,loss,-1.0
2022-05-14,Strasbourg vs Clermont,2021_22,ligue1,Away,6,3.43,6.73,✅ Excellent,loss,-1.0
